user_id,nama,ratings
208,Pesona Pengklik Pantai Samas,4
210,Pesona Pengklik Pantai Samas,3
235,Pesona Pengklik Pantai Samas,3
240,Pesona Pengklik Pantai Samas,2
271,Pesona Pengklik Pantai Samas,5
292,Pesona Pengklik Pantai Samas,5
293,Pesona Pengklik Pantai Samas,4
305,Pesona Pengklik Pantai Samas,4
314,Pesona Pengklik Pantai Samas,1
318,Pesona Pengklik Pantai Samas,2
328,Pesona Pengklik Pantai Samas,1
329,Pesona Pengklik Pantai Samas,4
335,Pesona Pengklik Pantai Samas,3
342,Pesona Pengklik Pantai Samas,5
364,Pesona Pengklik Pantai Samas,1
369,Pesona Pengklik Pantai Samas,1
370,Pesona Pengklik Pantai Samas,5
371,Pesona Pengklik Pantai Samas,3
376,Pesona Pengklik Pantai Samas,4
378,Pesona Pengklik Pantai Samas,5
395,Pesona Pengklik Pantai Samas,4
408,Pesona Pengklik Pantai Samas,4
415,Pesona Pengklik Pantai Samas,5
429,Pesona Pengklik Pantai Samas,5
447,Pesona Pengklik Pantai Samas,4
459,Pesona Pengklik Pantai Samas,5
468,Pesona Pengklik Pantai Samas,5
475,Pesona Pengklik Pantai Samas,3
483,Pesona Pengklik Pantai Samas,5
488,Pesona Pengklik Pantai Samas,2
503,Pesona Pengklik Pantai Samas,5
511,Pesona Pengklik Pantai Samas,5
529,Pesona Pengklik Pantai Samas,3
547,Pesona Pengklik Pantai Samas,4
553,Pesona Pengklik Pantai Samas,2
558,Pesona Pengklik Pantai Samas,2
571,Pesona Pengklik Pantai Samas,2
577,Pesona Pengklik Pantai Samas,2
580,Pesona Pengklik Pantai Samas,4
607,Pesona Pengklik Pantai Samas,1
619,Pesona Pengklik Pantai Samas,1
632,Pesona Pengklik Pantai Samas,3
648,Pesona Pengklik Pantai Samas,5
649,Pesona Pengklik Pantai Samas,1
651,Pesona Pengklik Pantai Samas,3
661,Pesona Pengklik Pantai Samas,3
693,Pesona Pengklik Pantai Samas,3
695,Pesona Pengklik Pantai Samas,2
696,Pesona Pengklik Pantai Samas,4
708,Pesona Pengklik Pantai Samas,4
725,Pesona Pengklik Pantai Samas,1
725,Pesona Pengklik Pantai Samas,2
743,Pesona Pengklik Pantai Samas,4
767,Pesona Pengklik Pantai Samas,5
779,Pesona Pengklik Pantai Samas,2
787,Pesona Pengklik Pantai Samas,3
795,Pesona Pengklik Pantai Samas,5
802,Pesona Pengklik Pantai Samas,1
813,Pesona Pengklik Pantai Samas,2
814,Pesona Pengklik Pantai Samas,1
821,Pesona Pengklik Pantai Samas,1
825,Pesona Pengklik Pantai Samas,4
838,Pesona Pengklik Pantai Samas,3
843,Pesona Pengklik Pantai Samas,2
844,Pesona Pengklik Pantai Samas,5
858,Pesona Pengklik Pantai Samas,5
872,Pesona Pengklik Pantai Samas,4
874,Pesona Pengklik Pantai Samas,3
877,Pesona Pengklik Pantai Samas,2
887,Pesona Pengklik Pantai Samas,4
899,Pesona Pengklik Pantai Samas,4
901,Pesona Pengklik Pantai Samas,5
903,Pesona Pengklik Pantai Samas,4
912,Pesona Pengklik Pantai Samas,4
929,Pesona Pengklik Pantai Samas,4
959,Pesona Pengklik Pantai Samas,1
960,Pesona Pengklik Pantai Samas,2
964,Pesona Pengklik Pantai Samas,4
965,Pesona Pengklik Pantai Samas,5
982,Pesona Pengklik Pantai Samas,5
4,Seribu Batu Songgo Langit,2
6,Seribu Batu Songgo Langit,3
36,Seribu Batu Songgo Langit,1
44,Seribu Batu Songgo Langit,1
46,Seribu Batu Songgo Langit,2
56,Seribu Batu Songgo Langit,3
78,Seribu Batu Songgo Langit,2
88,Seribu Batu Songgo Langit,4
122,Seribu Batu Songgo Langit,2
145,Seribu Batu Songgo Langit,2
151,Seribu Batu Songgo Langit,4
163,Seribu Batu Songgo Langit,2
176,Seribu Batu Songgo Langit,2
198,Seribu Batu Songgo Langit,2
198,Seribu Batu Songgo Langit,1
201,Seribu Batu Songgo Langit,1
213,Seribu Batu Songgo Langit,1
214,Seribu Batu Songgo Langit,5
224,Seribu Batu Songgo Langit,3
226,Seribu Batu Songgo Langit,5
226,Seribu Batu Songgo Langit,5
257,Seribu Batu Songgo Langit,4
261,Seribu Batu Songgo Langit,5
262,Seribu Batu Songgo Langit,3
279,Seribu Batu Songgo Langit,3
281,Seribu Batu Songgo Langit,2
282,Seribu Batu Songgo Langit,5
292,Seribu Batu Songgo Langit,2
299,Seribu Batu Songgo Langit,2
301,Seribu Batu Songgo Langit,2
307,Seribu Batu Songgo Langit,1
313,Seribu Batu Songgo Langit,4
316,Seribu Batu Songgo Langit,4
331,Seribu Batu Songgo Langit,4
338,Seribu Batu Songgo Langit,5
375,Seribu Batu Songgo Langit,4
379,Seribu Batu Songgo Langit,3
391,Seribu Batu Songgo Langit,1
400,Seribu Batu Songgo Langit,5
409,Seribu Batu Songgo Langit,2
422,Seribu Batu Songgo Langit,4
426,Seribu Batu Songgo Langit,5
427,Seribu Batu Songgo Langit,4
432,Seribu Batu Songgo Langit,3
432,Seribu Batu Songgo Langit,3
436,Seribu Batu Songgo Langit,4
440,Seribu Batu Songgo Langit,5
444,Seribu Batu Songgo Langit,5
444,Seribu Batu Songgo Langit,4
461,Seribu Batu Songgo Langit,3
463,Seribu Batu Songgo Langit,4
481,Seribu Batu Songgo Langit,5
481,Seribu Batu Songgo Langit,4
493,Seribu Batu Songgo Langit,2
512,Seribu Batu Songgo Langit,3
514,Seribu Batu Songgo Langit,5
517,Seribu Batu Songgo Langit,3
522,Seribu Batu Songgo Langit,2
536,Seribu Batu Songgo Langit,4
542,Seribu Batu Songgo Langit,5
566,Seribu Batu Songgo Langit,3
587,Seribu Batu Songgo Langit,3
589,Seribu Batu Songgo Langit,3
592,Seribu Batu Songgo Langit,1
601,Seribu Batu Songgo Langit,4
609,Seribu Batu Songgo Langit,2
613,Seribu Batu Songgo Langit,4
635,Seribu Batu Songgo Langit,1
640,Seribu Batu Songgo Langit,1
645,Seribu Batu Songgo Langit,3
656,Seribu Batu Songgo Langit,3
657,Seribu Batu Songgo Langit,1
662,Seribu Batu Songgo Langit,3
663,Seribu Batu Songgo Langit,5
667,Seribu Batu Songgo Langit,2
668,Seribu Batu Songgo Langit,5
681,Seribu Batu Songgo Langit,3
702,Seribu Batu Songgo Langit,1
707,Seribu Batu Songgo Langit,2
713,Seribu Batu Songgo Langit,3
730,Seribu Batu Songgo Langit,5
730,Seribu Batu Songgo Langit,3
732,Seribu Batu Songgo Langit,5
748,Seribu Batu Songgo Langit,4
762,Seribu Batu Songgo Langit,1
790,Seribu Batu Songgo Langit,2
794,Seribu Batu Songgo Langit,4
801,Seribu Batu Songgo Langit,2
804,Seribu Batu Songgo Langit,3
804,Seribu Batu Songgo Langit,2
809,Seribu Batu Songgo Langit,1
817,Seribu Batu Songgo Langit,5
830,Seribu Batu Songgo Langit,3
831,Seribu Batu Songgo Langit,2
845,Seribu Batu Songgo Langit,5
859,Seribu Batu Songgo Langit,1
872,Seribu Batu Songgo Langit,1
872,Seribu Batu Songgo Langit,4
875,Seribu Batu Songgo Langit,2
879,Seribu Batu Songgo Langit,4
889,Seribu Batu Songgo Langit,5
898,Seribu Batu Songgo Langit,3
901,Seribu Batu Songgo Langit,1
916,Seribu Batu Songgo Langit,5
929,Seribu Batu Songgo Langit,1
930,Seribu Batu Songgo Langit,2
937,Seribu Batu Songgo Langit,3
940,Seribu Batu Songgo Langit,2
965,Seribu Batu Songgo Langit,2
966,Seribu Batu Songgo Langit,5
967,Seribu Batu Songgo Langit,2
977,Seribu Batu Songgo Langit,1
4,Pantai Nglolang,3
20,Pantai Nglolang,5
32,Pantai Nglolang,1
43,Pantai Nglolang,1
44,Pantai Nglolang,3
47,Pantai Nglolang,1
48,Pantai Nglolang,5
53,Pantai Nglolang,4
63,Pantai Nglolang,2
66,Pantai Nglolang,3
83,Pantai Nglolang,1
83,Pantai Nglolang,4
115,Pantai Nglolang,4
124,Pantai Nglolang,4
127,Pantai Nglolang,5
134,Pantai Nglolang,2
135,Pantai Nglolang,3
140,Pantai Nglolang,3
155,Pantai Nglolang,4
182,Pantai Nglolang,5
192,Pantai Nglolang,1
214,Pantai Nglolang,4
245,Pantai Nglolang,1
257,Pantai Nglolang,5
278,Pantai Nglolang,5
295,Pantai Nglolang,4
315,Pantai Nglolang,2
316,Pantai Nglolang,4
318,Pantai Nglolang,3
321,Pantai Nglolang,5
324,Pantai Nglolang,4
324,Pantai Nglolang,2
330,Pantai Nglolang,4
348,Pantai Nglolang,1
356,Pantai Nglolang,1
358,Pantai Nglolang,4
369,Pantai Nglolang,3
374,Pantai Nglolang,2
384,Pantai Nglolang,2
399,Pantai Nglolang,3
402,Pantai Nglolang,3
416,Pantai Nglolang,4
416,Pantai Nglolang,4
427,Pantai Nglolang,4
446,Pantai Nglolang,2
450,Pantai Nglolang,5
453,Pantai Nglolang,4
456,Pantai Nglolang,5
471,Pantai Nglolang,4
475,Pantai Nglolang,5
481,Pantai Nglolang,5
483,Pantai Nglolang,1
485,Pantai Nglolang,4
494,Pantai Nglolang,2
495,Pantai Nglolang,4
498,Pantai Nglolang,3
506,Pantai Nglolang,2
512,Pantai Nglolang,5
536,Pantai Nglolang,2
540,Pantai Nglolang,5
558,Pantai Nglolang,2
562,Pantai Nglolang,5
567,Pantai Nglolang,2
569,Pantai Nglolang,5
593,Pantai Nglolang,4
606,Pantai Nglolang,3
607,Pantai Nglolang,1
610,Pantai Nglolang,2
613,Pantai Nglolang,3
618,Pantai Nglolang,3
624,Pantai Nglolang,1
627,Pantai Nglolang,1
630,Pantai Nglolang,5
640,Pantai Nglolang,5
653,Pantai Nglolang,1
674,Pantai Nglolang,5
678,Pantai Nglolang,5
686,Pantai Nglolang,3
694,Pantai Nglolang,4
711,Pantai Nglolang,1
719,Pantai Nglolang,2
725,Pantai Nglolang,4
736,Pantai Nglolang,3
746,Pantai Nglolang,5
762,Pantai Nglolang,5
775,Pantai Nglolang,3
777,Pantai Nglolang,3
788,Pantai Nglolang,5
792,Pantai Nglolang,2
792,Pantai Nglolang,5
795,Pantai Nglolang,4
797,Pantai Nglolang,3
799,Pantai Nglolang,3
836,Pantai Nglolang,3
837,Pantai Nglolang,2
850,Pantai Nglolang,3
862,Pantai Nglolang,3
871,Pantai Nglolang,2
885,Pantai Nglolang,1
890,Pantai Nglolang,3
897,Pantai Nglolang,4
900,Pantai Nglolang,1
910,Pantai Nglolang,2
915,Pantai Nglolang,1
917,Pantai Nglolang,3
921,Pantai Nglolang,1
942,Pantai Nglolang,1
953,Pantai Nglolang,4
958,Pantai Nglolang,5
959,Pantai Nglolang,3
966,Pantai Nglolang,1
968,Pantai Nglolang,4
975,Pantai Nglolang,2
976,Pantai Nglolang,1
4,Pantai Ngrenehan,1
34,Pantai Ngrenehan,4
37,Pantai Ngrenehan,1
45,Pantai Ngrenehan,4
52,Pantai Ngrenehan,2
66,Pantai Ngrenehan,5
67,Pantai Ngrenehan,2
84,Pantai Ngrenehan,3
89,Pantai Ngrenehan,4
90,Pantai Ngrenehan,5
93,Pantai Ngrenehan,4
147,Pantai Ngrenehan,3
148,Pantai Ngrenehan,2
155,Pantai Ngrenehan,5
178,Pantai Ngrenehan,1
178,Pantai Ngrenehan,4
182,Pantai Ngrenehan,5
193,Pantai Ngrenehan,5
199,Pantai Ngrenehan,2
218,Pantai Ngrenehan,1
233,Pantai Ngrenehan,4
245,Pantai Ngrenehan,4
259,Pantai Ngrenehan,5
266,Pantai Ngrenehan,1
270,Pantai Ngrenehan,4
280,Pantai Ngrenehan,2
281,Pantai Ngrenehan,3
281,Pantai Ngrenehan,5
288,Pantai Ngrenehan,4
295,Pantai Ngrenehan,3
299,Pantai Ngrenehan,2
301,Pantai Ngrenehan,4
333,Pantai Ngrenehan,4
339,Pantai Ngrenehan,5
340,Pantai Ngrenehan,4
346,Pantai Ngrenehan,2
352,Pantai Ngrenehan,2
377,Pantai Ngrenehan,5
383,Pantai Ngrenehan,4
387,Pantai Ngrenehan,1
389,Pantai Ngrenehan,1
394,Pantai Ngrenehan,1
395,Pantai Ngrenehan,3
400,Pantai Ngrenehan,1
409,Pantai Ngrenehan,3
434,Pantai Ngrenehan,3
435,Pantai Ngrenehan,2
444,Pantai Ngrenehan,3
448,Pantai Ngrenehan,4
474,Pantai Ngrenehan,1
477,Pantai Ngrenehan,4
483,Pantai Ngrenehan,4
493,Pantai Ngrenehan,3
505,Pantai Ngrenehan,1
508,Pantai Ngrenehan,1
520,Pantai Ngrenehan,4
521,Pantai Ngrenehan,3
526,Pantai Ngrenehan,1
535,Pantai Ngrenehan,2
541,Pantai Ngrenehan,4
543,Pantai Ngrenehan,5
559,Pantai Ngrenehan,1
567,Pantai Ngrenehan,1
589,Pantai Ngrenehan,4
590,Pantai Ngrenehan,4
595,Pantai Ngrenehan,3
596,Pantai Ngrenehan,2
600,Pantai Ngrenehan,5
611,Pantai Ngrenehan,5
629,Pantai Ngrenehan,2
633,Pantai Ngrenehan,5
641,Pantai Ngrenehan,2
653,Pantai Ngrenehan,4
680,Pantai Ngrenehan,2
695,Pantai Ngrenehan,3
703,Pantai Ngrenehan,1
735,Pantai Ngrenehan,3
749,Pantai Ngrenehan,3
751,Pantai Ngrenehan,3
754,Pantai Ngrenehan,5
755,Pantai Ngrenehan,2
792,Pantai Ngrenehan,2
793,Pantai Ngrenehan,1
810,Pantai Ngrenehan,1
815,Pantai Ngrenehan,5
816,Pantai Ngrenehan,4
831,Pantai Ngrenehan,1
840,Pantai Ngrenehan,3
861,Pantai Ngrenehan,4
867,Pantai Ngrenehan,2
871,Pantai Ngrenehan,1
871,Pantai Ngrenehan,3
885,Pantai Ngrenehan,5
900,Pantai Ngrenehan,5
901,Pantai Ngrenehan,4
909,Pantai Ngrenehan,4
910,Pantai Ngrenehan,2
928,Pantai Ngrenehan,2
929,Pantai Ngrenehan,2
939,Pantai Ngrenehan,1
941,Pantai Ngrenehan,1
955,Pantai Ngrenehan,2
967,Pantai Ngrenehan,4
977,Pantai Ngrenehan,5
978,Pantai Ngrenehan,4
983,Pantai Ngrenehan,4
984,Pantai Ngrenehan,1
992,Pantai Ngrenehan,1
999,Pantai Ngrenehan,4
4,Kali Talang,5
8,Kali Talang,4
18,Kali Talang,1
22,Kali Talang,2
26,Kali Talang,5
34,Kali Talang,2
36,Kali Talang,5
50,Kali Talang,1
52,Kali Talang,3
55,Kali Talang,1
58,Kali Talang,5
60,Kali Talang,2
79,Kali Talang,1
82,Kali Talang,3
96,Kali Talang,2
99,Kali Talang,1
104,Kali Talang,2
117,Kali Talang,4
119,Kali Talang,3
120,Kali Talang,2
123,Kali Talang,1
134,Kali Talang,3
140,Kali Talang,5
141,Kali Talang,3
164,Kali Talang,1
165,Kali Talang,4
178,Kali Talang,2
189,Kali Talang,4
192,Kali Talang,1
200,Kali Talang,4
214,Kali Talang,3
217,Kali Talang,3
217,Kali Talang,2
227,Kali Talang,2
241,Kali Talang,1
265,Kali Talang,1
267,Kali Talang,2
269,Kali Talang,1
273,Kali Talang,1
276,Kali Talang,3
279,Kali Talang,4
284,Kali Talang,5
292,Kali Talang,4
306,Kali Talang,1
314,Kali Talang,3
354,Kali Talang,4
365,Kali Talang,2
386,Kali Talang,3
390,Kali Talang,3
409,Kali Talang,5
412,Kali Talang,1
414,Kali Talang,3
416,Kali Talang,2
419,Kali Talang,3
420,Kali Talang,1
425,Kali Talang,2
438,Kali Talang,2
439,Kali Talang,2
444,Kali Talang,5
455,Kali Talang,2
460,Kali Talang,4
473,Kali Talang,5
500,Kali Talang,2
536,Kali Talang,3
549,Kali Talang,4
570,Kali Talang,4
573,Kali Talang,5
584,Kali Talang,3
603,Kali Talang,2
606,Kali Talang,1
618,Kali Talang,3
626,Kali Talang,4
639,Kali Talang,5
639,Kali Talang,4
653,Kali Talang,2
654,Kali Talang,3
655,Kali Talang,4
657,Kali Talang,5
662,Kali Talang,1
664,Kali Talang,3
668,Kali Talang,1
669,Kali Talang,3
706,Kali Talang,1
740,Kali Talang,4
782,Kali Talang,1
782,Kali Talang,5
815,Kali Talang,1
830,Kali Talang,1
851,Kali Talang,4
851,Kali Talang,4
858,Kali Talang,1
864,Kali Talang,2
895,Kali Talang,3
913,Kali Talang,2
933,Kali Talang,5
937,Kali Talang,4
945,Kali Talang,3
948,Kali Talang,5
951,Kali Talang,2
955,Kali Talang,1
960,Kali Talang,4
968,Kali Talang,5
972,Kali Talang,4
980,Kali Talang,4
994,Kali Talang,1
4,Pantai Kuwaru,4
10,Pantai Kuwaru,1
30,Pantai Kuwaru,2
36,Pantai Kuwaru,2
50,Pantai Kuwaru,2
57,Pantai Kuwaru,2
81,Pantai Kuwaru,2
86,Pantai Kuwaru,2
105,Pantai Kuwaru,5
141,Pantai Kuwaru,3
143,Pantai Kuwaru,2
143,Pantai Kuwaru,5
146,Pantai Kuwaru,4
171,Pantai Kuwaru,4
172,Pantai Kuwaru,4
174,Pantai Kuwaru,3
176,Pantai Kuwaru,5
193,Pantai Kuwaru,3
228,Pantai Kuwaru,3
260,Pantai Kuwaru,4
272,Pantai Kuwaru,1
281,Pantai Kuwaru,3
287,Pantai Kuwaru,3
308,Pantai Kuwaru,1
312,Pantai Kuwaru,3
320,Pantai Kuwaru,5
324,Pantai Kuwaru,5
337,Pantai Kuwaru,1
338,Pantai Kuwaru,4
348,Pantai Kuwaru,1
364,Pantai Kuwaru,1
395,Pantai Kuwaru,5
418,Pantai Kuwaru,3
448,Pantai Kuwaru,3
464,Pantai Kuwaru,2
472,Pantai Kuwaru,2
475,Pantai Kuwaru,4
484,Pantai Kuwaru,3
485,Pantai Kuwaru,4
492,Pantai Kuwaru,2
494,Pantai Kuwaru,4
511,Pantai Kuwaru,5
514,Pantai Kuwaru,2
528,Pantai Kuwaru,1
537,Pantai Kuwaru,1
556,Pantai Kuwaru,4
558,Pantai Kuwaru,2
563,Pantai Kuwaru,1
572,Pantai Kuwaru,1
602,Pantai Kuwaru,3
639,Pantai Kuwaru,5
646,Pantai Kuwaru,1
651,Pantai Kuwaru,5
679,Pantai Kuwaru,1
680,Pantai Kuwaru,5
694,Pantai Kuwaru,3
696,Pantai Kuwaru,4
705,Pantai Kuwaru,4
726,Pantai Kuwaru,3
728,Pantai Kuwaru,3
751,Pantai Kuwaru,4
752,Pantai Kuwaru,4
759,Pantai Kuwaru,2
764,Pantai Kuwaru,1
785,Pantai Kuwaru,4
799,Pantai Kuwaru,1
813,Pantai Kuwaru,3
814,Pantai Kuwaru,4
832,Pantai Kuwaru,1
834,Pantai Kuwaru,3
837,Pantai Kuwaru,4
840,Pantai Kuwaru,1
851,Pantai Kuwaru,4
862,Pantai Kuwaru,3
867,Pantai Kuwaru,5
881,Pantai Kuwaru,1
883,Pantai Kuwaru,4
893,Pantai Kuwaru,3
912,Pantai Kuwaru,4
915,Pantai Kuwaru,3
915,Pantai Kuwaru,4
934,Pantai Kuwaru,2
939,Pantai Kuwaru,2
953,Pantai Kuwaru,2
965,Pantai Kuwaru,2
4,Museum Batik Keraton Yogyakarta,5
12,Museum Batik Keraton Yogyakarta,1
24,Museum Batik Keraton Yogyakarta,3
31,Museum Batik Keraton Yogyakarta,2
34,Museum Batik Keraton Yogyakarta,5
68,Museum Batik Keraton Yogyakarta,2
80,Museum Batik Keraton Yogyakarta,1
80,Museum Batik Keraton Yogyakarta,5
80,Museum Batik Keraton Yogyakarta,3
85,Museum Batik Keraton Yogyakarta,3
88,Museum Batik Keraton Yogyakarta,5
90,Museum Batik Keraton Yogyakarta,1
90,Museum Batik Keraton Yogyakarta,1
91,Museum Batik Keraton Yogyakarta,5
102,Museum Batik Keraton Yogyakarta,1
111,Museum Batik Keraton Yogyakarta,3
126,Museum Batik Keraton Yogyakarta,4
138,Museum Batik Keraton Yogyakarta,4
144,Museum Batik Keraton Yogyakarta,4
147,Museum Batik Keraton Yogyakarta,1
151,Museum Batik Keraton Yogyakarta,2
151,Museum Batik Keraton Yogyakarta,2
175,Museum Batik Keraton Yogyakarta,4
191,Museum Batik Keraton Yogyakarta,2
202,Museum Batik Keraton Yogyakarta,5
203,Museum Batik Keraton Yogyakarta,1
215,Museum Batik Keraton Yogyakarta,4
219,Museum Batik Keraton Yogyakarta,1
239,Museum Batik Keraton Yogyakarta,4
249,Museum Batik Keraton Yogyakarta,3
256,Museum Batik Keraton Yogyakarta,1
291,Museum Batik Keraton Yogyakarta,3
296,Museum Batik Keraton Yogyakarta,3
309,Museum Batik Keraton Yogyakarta,3
316,Museum Batik Keraton Yogyakarta,3
330,Museum Batik Keraton Yogyakarta,2
332,Museum Batik Keraton Yogyakarta,5
334,Museum Batik Keraton Yogyakarta,3
336,Museum Batik Keraton Yogyakarta,1
337,Museum Batik Keraton Yogyakarta,1
342,Museum Batik Keraton Yogyakarta,5
376,Museum Batik Keraton Yogyakarta,1
376,Museum Batik Keraton Yogyakarta,1
379,Museum Batik Keraton Yogyakarta,1
381,Museum Batik Keraton Yogyakarta,2
404,Museum Batik Keraton Yogyakarta,2
411,Museum Batik Keraton Yogyakarta,5
416,Museum Batik Keraton Yogyakarta,5
425,Museum Batik Keraton Yogyakarta,1
425,Museum Batik Keraton Yogyakarta,2
425,Museum Batik Keraton Yogyakarta,5
433,Museum Batik Keraton Yogyakarta,1
447,Museum Batik Keraton Yogyakarta,3
452,Museum Batik Keraton Yogyakarta,1
464,Museum Batik Keraton Yogyakarta,5
469,Museum Batik Keraton Yogyakarta,5
470,Museum Batik Keraton Yogyakarta,2
495,Museum Batik Keraton Yogyakarta,5
507,Museum Batik Keraton Yogyakarta,2
509,Museum Batik Keraton Yogyakarta,2
535,Museum Batik Keraton Yogyakarta,5
539,Museum Batik Keraton Yogyakarta,4
584,Museum Batik Keraton Yogyakarta,1
605,Museum Batik Keraton Yogyakarta,5
606,Museum Batik Keraton Yogyakarta,4
613,Museum Batik Keraton Yogyakarta,5
614,Museum Batik Keraton Yogyakarta,3
619,Museum Batik Keraton Yogyakarta,2
628,Museum Batik Keraton Yogyakarta,5
630,Museum Batik Keraton Yogyakarta,3
652,Museum Batik Keraton Yogyakarta,5
671,Museum Batik Keraton Yogyakarta,3
676,Museum Batik Keraton Yogyakarta,3
678,Museum Batik Keraton Yogyakarta,1
679,Museum Batik Keraton Yogyakarta,3
690,Museum Batik Keraton Yogyakarta,5
694,Museum Batik Keraton Yogyakarta,4
697,Museum Batik Keraton Yogyakarta,5
704,Museum Batik Keraton Yogyakarta,5
704,Museum Batik Keraton Yogyakarta,2
708,Museum Batik Keraton Yogyakarta,4
713,Museum Batik Keraton Yogyakarta,3
715,Museum Batik Keraton Yogyakarta,5
717,Museum Batik Keraton Yogyakarta,5
728,Museum Batik Keraton Yogyakarta,3
745,Museum Batik Keraton Yogyakarta,5
758,Museum Batik Keraton Yogyakarta,1
774,Museum Batik Keraton Yogyakarta,2
787,Museum Batik Keraton Yogyakarta,3
813,Museum Batik Keraton Yogyakarta,2
821,Museum Batik Keraton Yogyakarta,3
825,Museum Batik Keraton Yogyakarta,4
828,Museum Batik Keraton Yogyakarta,2
845,Museum Batik Keraton Yogyakarta,1
845,Museum Batik Keraton Yogyakarta,1
853,Museum Batik Keraton Yogyakarta,1
892,Museum Batik Keraton Yogyakarta,3
907,Museum Batik Keraton Yogyakarta,3
916,Museum Batik Keraton Yogyakarta,3
926,Museum Batik Keraton Yogyakarta,1
927,Museum Batik Keraton Yogyakarta,4
931,Museum Batik Keraton Yogyakarta,4
936,Museum Batik Keraton Yogyakarta,4
939,Museum Batik Keraton Yogyakarta,4
963,Museum Batik Keraton Yogyakarta,3
989,Museum Batik Keraton Yogyakarta,2
992,Museum Batik Keraton Yogyakarta,1
4,Jogja Bay,1
7,Jogja Bay,1
32,Jogja Bay,3
44,Jogja Bay,5
49,Jogja Bay,4
57,Jogja Bay,3
75,Jogja Bay,2
89,Jogja Bay,4
95,Jogja Bay,4
102,Jogja Bay,2
102,Jogja Bay,2
110,Jogja Bay,3
113,Jogja Bay,3
113,Jogja Bay,2
127,Jogja Bay,5
129,Jogja Bay,5
130,Jogja Bay,2
142,Jogja Bay,3
162,Jogja Bay,1
164,Jogja Bay,5
182,Jogja Bay,3
189,Jogja Bay,5
199,Jogja Bay,1
226,Jogja Bay,1
245,Jogja Bay,2
246,Jogja Bay,4
250,Jogja Bay,2
270,Jogja Bay,1
279,Jogja Bay,1
303,Jogja Bay,4
309,Jogja Bay,4
324,Jogja Bay,3
331,Jogja Bay,5
358,Jogja Bay,1
363,Jogja Bay,1
365,Jogja Bay,3
371,Jogja Bay,2
373,Jogja Bay,2
387,Jogja Bay,1
413,Jogja Bay,3
417,Jogja Bay,4
417,Jogja Bay,4
433,Jogja Bay,2
436,Jogja Bay,2
441,Jogja Bay,4
442,Jogja Bay,1
448,Jogja Bay,1
451,Jogja Bay,3
461,Jogja Bay,3
473,Jogja Bay,3
479,Jogja Bay,4
480,Jogja Bay,3
485,Jogja Bay,1
494,Jogja Bay,3
496,Jogja Bay,1
504,Jogja Bay,4
507,Jogja Bay,2
511,Jogja Bay,1
525,Jogja Bay,2
539,Jogja Bay,1
545,Jogja Bay,5
549,Jogja Bay,1
554,Jogja Bay,2
562,Jogja Bay,5
565,Jogja Bay,4
573,Jogja Bay,2
578,Jogja Bay,3
586,Jogja Bay,5
587,Jogja Bay,1
591,Jogja Bay,5
617,Jogja Bay,4
620,Jogja Bay,5
644,Jogja Bay,5
645,Jogja Bay,5
657,Jogja Bay,5
670,Jogja Bay,1
674,Jogja Bay,4
690,Jogja Bay,5
698,Jogja Bay,3
709,Jogja Bay,5
721,Jogja Bay,2
724,Jogja Bay,3
746,Jogja Bay,1
753,Jogja Bay,4
765,Jogja Bay,5
775,Jogja Bay,3
781,Jogja Bay,1
789,Jogja Bay,2
804,Jogja Bay,1
807,Jogja Bay,2
814,Jogja Bay,1
815,Jogja Bay,5
832,Jogja Bay,1
841,Jogja Bay,3
841,Jogja Bay,4
855,Jogja Bay,5
878,Jogja Bay,3
903,Jogja Bay,1
903,Jogja Bay,1
916,Jogja Bay,5
917,Jogja Bay,5
921,Jogja Bay,3
933,Jogja Bay,1
938,Jogja Bay,2
941,Jogja Bay,5
947,Jogja Bay,3
952,Jogja Bay,1
982,Jogja Bay,4
5,Pintoe Langit Dahromo,5
6,Pintoe Langit Dahromo,5
14,Pintoe Langit Dahromo,5
27,Pintoe Langit Dahromo,3
37,Pintoe Langit Dahromo,1
77,Pintoe Langit Dahromo,5
86,Pintoe Langit Dahromo,4
96,Pintoe Langit Dahromo,4
112,Pintoe Langit Dahromo,2
123,Pintoe Langit Dahromo,2
124,Pintoe Langit Dahromo,1
130,Pintoe Langit Dahromo,3
159,Pintoe Langit Dahromo,4
163,Pintoe Langit Dahromo,1
179,Pintoe Langit Dahromo,3
181,Pintoe Langit Dahromo,2
183,Pintoe Langit Dahromo,1
183,Pintoe Langit Dahromo,2
190,Pintoe Langit Dahromo,1
196,Pintoe Langit Dahromo,3
213,Pintoe Langit Dahromo,5
229,Pintoe Langit Dahromo,5
232,Pintoe Langit Dahromo,3
235,Pintoe Langit Dahromo,5
241,Pintoe Langit Dahromo,1
252,Pintoe Langit Dahromo,1
254,Pintoe Langit Dahromo,3
265,Pintoe Langit Dahromo,3
274,Pintoe Langit Dahromo,4
276,Pintoe Langit Dahromo,4
308,Pintoe Langit Dahromo,1
328,Pintoe Langit Dahromo,4
337,Pintoe Langit Dahromo,1
340,Pintoe Langit Dahromo,2
341,Pintoe Langit Dahromo,5
357,Pintoe Langit Dahromo,2
358,Pintoe Langit Dahromo,4
360,Pintoe Langit Dahromo,4
383,Pintoe Langit Dahromo,2
388,Pintoe Langit Dahromo,3
396,Pintoe Langit Dahromo,5
406,Pintoe Langit Dahromo,1
